# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total
1 4 2 48 20 1400 0.000256 4096 0.1 520 468288 84.9266 1098.48 2518.15 3701.65 3701.74
1 4 2 48 20 1400 0.000256 4096 0.2 520 468096 84.9172 1095.65 2519.12 3699.78 3699.88
1 4 2 48 20 1400 0.000256 4096 0.5 520 467520 85.0205 1085.19 2522.1 3692.41 3692.51
1 4 2 48 20 1400 0.000256 4096 1 520 466560 85.1247 1082.61 2529.82 3697.65 3697.75
1 4 2 48 20 1400 0.000256 4096 2 520 464640 85.4357 1078.66 2543.73 3707.91 3708.01
1 4 4 48 20 1400 0.000256 4096 0.1 520 468096 84.9495 765.522 2525.47 3376.04 3376.13
1 4 4 48 20 1400 0.000256 4096 0.2 520 467712 84.9753 760.945 2525.41 3371.42 3371.53
1 4 4 48 20 1400 0.000256 4096 0.5 520 467328 85.0444 754.672 2532.3 3372.1 3372.2
1 4 4 48 20 1400 0.000256 4096 1 520 466176 85.1719 752.88 2536.74 3374.89 3374.99
1 4 4 48 20 1400 0.000256 4096 2 520 464256 85.4485 749.516 2545.68 3380.73 3380.83
1 4 2 50 20 1400 0.000256 4096 0.1 520 468200 84.9105 1154.48 2518.27 3757.77 3757.87
1 4 2 50 20 1400 0.000256 4096 0.2 520 468000 84.9454 1132.6 2519.18 3736.82 3736.93
1 4 2 50 20 1400 0.000256 4096 0.5 520 467600 85.0847 1110.21 2523.12 3718.5 3718.6
1 4 2 50 20 1400 0.000256 4096 1 520 466600 85.1886 1108.27 2527.88 3721.43 3721.53
1 4 2 50 20 1400 0.000256 4096 2 520 464600 85.4398 1102.85 2544.17 3732.55 3732.66
1 4 4 50 20 1400 0.000256 4096 0.1 520 468000 84.9507 844.77 2518.6 3448.41 3448.51
1 4 4 50 20 1400 0.000256 4096 0.2 520 467600 84.8996 827.261 2518.63 3430.87 3430.98
1 4 4 50 20 1400 0.000256 4096 0.5 520 467200 85.066 804.171 2522.4 3411.72 3411.82
1 4 4 50 20 1400 0.000256 4096 1 520 466400 85.2079 797.768 2528.21 3411.28 3411.38
1 4 4 50 20 1400 0.000256 4096 2 520 464400 85.4567 786.318 2537.71 3409.57 3409.67
1 4 2 8 24 1400 0.000256 4096 0.1 504 468512 84.9035 800.461 2517.52 3402.98 3403.08
1 4 2 8 24 1400 0.000256 4096 0.2 504 468352 84.8894 804.005 2518.57 3407.55 3407.66
1 4 2 8 24 1400 0.000256 4096 0.5 504 467776 84.9798 803.957 2521.37 3410.41 3410.5
1 4 2 8 24 1400 0.000256 4096 1 504 466880 85.0752 802.483 2528.7 3416.35 3416.45
2 4 2 8 24 1400 0.000256 4096 2 504 465056 85.383 1611.46 2536.2 4233.14 4233.24
1 4 2 10 24 1400 0.000256 4096 0.1 504 468520 84.8956 844.989 2515.38 3445.36 3445.46
